Date	Rain mm/day	Tmax degC	Tmin degC	rHmean %	sunshine %	Windspeed m/s
29.03.1991 	0.0	7.0	-3.2	59	41	2.4
30.03.1991 	2.2	10.3	-2.9	63	81	1.2
31.03.1991 	5.2	11.6	-0.5	64	22	2.4
01.04.1991 	3.2	14.8	1.7	70	1	2.4
02.04.1991 	0.3	18.4	9.8	52	64	3.7
03.04.1991 	12.4	16.6	8.1	62	55	4.3
04.04.1991 	0.4	13.4	3.8	70	27	3.7
05.04.1991 	0.7	13.5	7.4	63	17	0.8
06.04.1991 	0.0	15.1	0.7	60	77	2.4
07.04.1991 	1.1	13.3	7.0	70	28	2.9
08.04.1991 	4.5	13.4	6.4	72	31	2.9
09.04.1991 	4.3	15.5	7.0	65	64	1.9
10.04.1991 	2.1	17.5	1.1	61	73	0.8
11.04.1991 	3.8	18.5	3.2	42	85	3.7
12.04.1991 	4.4	20.1	3.1	51	92	2.9
13.04.1991 	0.0	19.7	5.8	51	83	2.4
14.04.1991 	0.0	20.1	7.0	51	68	2.4
15.04.1991 	0.0	20.4	5.8	50	78	1.9
16.04.1991 	0.0	12.7	2.2	61	63	5.9
17.04.1991 	0.0	9.7	1.2	67	45	2.4
18.04.1991 	0.0	7.0	-1.2	81	64	1.9
19.04.1991 	0.0	6.3	0.2	66	27	2.4
20.04.1991 	0.0	7.1	-2.5	61	65	2.9
21.04.1991 	1.8	9.0	-2.5	52	61	2.4
22.04.1991 	0.1	7.5	-2.0	82	0	1.9
23.04.1991 	5.7	9.4	1.9	71	31	3.7
24.04.1991 	0.0	10.7	0.7	76	26	0.8
25.04.1991 	0.0	12.8	-0.5	74	32	2.4
26.04.1991 	0.7	13.0	2.3	68	71	2.4
27.04.1991 	0.0	15.0	0.7	58	62	1.9
28.04.1991 	0.0	15.6	1.4	62	39	1.9
29.04.1991 	0.0	14.4	1.1	57	77	0.8
30.04.1991 	0.0	8.8	4.9	94	0	1.9
01.05.1991 	0.0	9.4	5.1	81	2	1.9
02.05.1991 	1.2	10.2	3.8	73	4	2.4
03.05.1991 	13.2	9.7	4.6	65	54	3.7
04.05.1991 	0.6	10.2	3.4	79	21	1.9
05.05.1991 	0.1	11.7	0.2	74	18	0.8
06.05.1991 	0.0	14.7	0.5	65	44	1.9
07.05.1991 	1.4	15.5	3.7	65	51	2.4
08.05.1991 	2.4	15.0	4.7	64	16	1.9
09.05.1991 	0.0	15.1	3.7	63	42	2.4
10.05.1991 	0.0	19.7	3.7	66	73	3.7
11.05.1991 	0.0	18.6	9.4	60	2	2.9
12.05.1991 	2.3	14.4	6.4	63	6	2.4
13.05.1991 	1.6	20.0	2.5	55	77	1.2
14.05.1991 	0.0	17.5	9.0	71	36	4.3
15.05.1991 	7.2	12.2	4.6	72	27	3.7
16.05.1991 	0.5	11.8	3.0	69	30	2.4
17.05.1991 	6.1	14.0	6.4	67	24	2.4
18.05.1991 	2.9	15.5	3.7	74	56	0.8
19.05.1991 	0.9	16.4	5.8	70	32	1.2
20.05.1991 	6.3	18.8	5.6	65	8	2.4
21.05.1991 	6.7	20.6	13.7	73	17	4.3
22.05.1991 	0.3	20.4	11.8	64	27	3.7
23.05.1991 	2.1	13.2	5.9	54	48	4.3
24.05.1991 	0.3	14.3	3.4	55	28	1.9
25.05.1991 	8.0	16.2	5.0	70	15	2.9
26.05.1991 	0.2	16.6	7.9	69	20	1.9
27.05.1991 	0.0	18.3	4.3	68	38	2.4
28.05.1991 	0.0	18.9	6.0	61	43	2.4
29.05.1991 	0.0	21.2	6.3	59	64	1.2
30.05.1991 	0.0	24.0	7.4	55	85	1.9
31.05.1991 	0.0	25.9	9.2	52	71	1.9
01.06.1991 	1.7	20.5	8.0	53	80	2.9
02.06.1991 	1.2	19.9	3.8	53	85	0.8
03.06.1991 	13.2	15.1	7.9	75	44	6.7
04.06.1991 	1.3	13.9	5.8	70	43	3.7
05.06.1991 	0.1	17.5	3.6	55	73	1.2
06.06.1991 	0.0	13.6	6.2	88	0	1.9
07.06.1991 	13.3	17.5	9.6	83	2	2.4
08.06.1991 	0.9	19.1	11.1	81	21	2.4
09.06.1991 	3.7	16.4	11.0	85	0	2.9
10.06.1991 	0.0	18.1	10.9	73	54	5.0
11.06.1991 	0.0	18.1	11.3	64	28	3.7
12.06.1991 	0.0	23.1	13.0	54	28	3.7
13.06.1991 	0.0	18.8	10.8	71	21	4.3
14.06.1991 	0.0	19.3	9.3	60	64	3.7
15.06.1991 	0.4	21.5	11.0	68	9	2.4
16.06.1991 	0.0	17.6	11.8	62	12	2.9
17.06.1991 	0.0	18.5	8.5	73	6	1.2
18.06.1991 	0.0	16.8	9.8	86	37	2.9
19.06.1991 	0.0	14.2	6.8	80	5	2.9
20.06.1991 	0.0	13.3	7.3	87	1	1.2
21.06.1991 	0.0	21.3	10.0	71	42	1.9
22.06.1991 	0.0	22.8	15.6	87	17	0.5
23.06.1991 	0.0	22.7	13.4	71	47	1.9
24.06.1991 	0.9	22.5	15.1	76	34	4.3
25.06.1991 	0.0	23.8	14.3	81	19	2.4
26.06.1991 	46.6	21.6	15.6	70	39	2.9
27.06.1991 	0.0	19.6	9.7	74	55	4.3
28.06.1991 	0.0	16.0	10.0	73	27	5.0
29.06.1991 	0.0	16.8	9.2	70	14	2.4
30.06.1991 	0.0	21.4	5.9	67	23	2.9
01.07.1991 	0.0	26.5	14.9	66	41	2.4
02.07.1991 	0.0	29.0	15.0	52	90	2.9
03.07.1991 	7.5	28.5	15.2	54	85	2.4
04.07.1991 	0.0	27.0	16.6	62	64	2.9
05.07.1991 	0.1	30.7	16.9	61	71	3.7
06.07.1991 	5.6	31.4	17.9	44	89	1.9
07.07.1991 	0.0	31.7	18.1	56	93	2.4
08.07.1991 	0.0	29.2	19.4	61	54	2.4
09.07.1991 	0.0	27.9	18.8	61	69	2.9
10.07.1991 	0.0	29.2	12.5	61	81	1.9
11.07.1991 	0.0	33.3	16.3	56	86	1.2
12.07.1991 	2.5	29.1	18.9	61	55	2.4
13.07.1991 	0.2	27.3	14.4	68	55	2.4
14.07.1991 	5.3	23.0	15.2	79	26	3.7
15.07.1991 	0.0	23.0	13.8	67	36	2.4
16.07.1991 	0.2	21.5	13.9	64	20	2.9
17.07.1991 	4.5	23.5	13.3	64	56	2.4
18.07.1991 	0.2	20.1	11.5	75	25	2.4
19.07.1991 	0.0	20.4	15.0	65	31	5.9
20.07.1991 	0.0	21.4	14.2	67	27	3.7
21.07.1991 	0.0	20.9	13.0	75	19	1.2
22.07.1991 	0.0	24.5	9.8	66	83	0.5
23.07.1991 	0.0	28.5	11.0	56	90	0.8
24.07.1991 	2.7	23.5	14.6	74	21	1.9
25.07.1991 	0.0	18.6	12.6	77	25	1.9
26.07.1991 	0.0	20.3	10.9	81	36	0.5
27.07.1991 	0.0	24.3	11.8	69	49	0.8
28.07.1991 	0.0	25.8	11.9	55	89	2.4
29.07.1991 	1.5	28.2	13.7	54	86	2.9
30.07.1991 	0.0	28.5	15.5	53	73	2.9
31.07.1991 	2.2	22.6	16.4	89	7	1.2
01.08.1991 	0.0	20.7	14.4	77	0	1.9
02.08.1991 	0.0	26.7	16.1	60	51	2.4
03.08.1991 	0.0	27.8	13.1	65	64	1.9
04.08.1991 	14.6	28.0	15.1	66	60	1.9
05.08.1991 	0.0	29.2	14.0	63	75	0.5
06.08.1991 	1.8	31.7	15.8	57	83	1.9
07.08.1991 	0.0	33.4	16.6	58	63	1.2
08.08.1991 	0.0	26.2	17.2	86	12	1.9
09.08.1991 	0.3	25.3	12.6	63	82	1.9
10.08.1991 	1.0	25.3	14.4	68	16	2.9
11.08.1991 	1.3	30.4	17.2	63	85	3.7
12.08.1991 	0.0	24.7	17.3	66	66	2.4
13.08.1991 	0.0	24.5	10.2	58	43	1.9
14.08.1991 	0.0	25.6	13.6	59	49	1.2
15.08.1991 	0.0	27.6	12.0	56	86	0.5
16.08.1991 	5.2	29.0	11.5	64	79	2.4
17.08.1991 	0.1	23.6	15.0	74	40	3.7
18.08.1991 	4.9	21.1	13.4	66	71	4.3
19.08.1991 	0.0	19.9	9.9	63	55	2.4
20.08.1991 	0.0	22.7	13.0	64	14	2.9
21.08.1991 	1.6	27.0	9.9	67	71	0.8
22.08.1991 	4.0	30.9	11.9	49	77	2.4
23.08.1991 	0.0	26.0	17.4	57	27	2.4
24.08.1991 	0.0	25.4	14.4	58	58	1.2
25.08.1991 	0.1	25.0	10.1	64	75	1.2
26.08.1991 	13.6	25.4	9.0	61	69	1.9
27.08.1991 	1.5	25.0	10.2	60	79	1.2
28.08.1991 	0.0	24.7	12.5	64	67	2.4
29.08.1991 	0.1	22.6	10.6	57	91	2.9
30.08.1991 	0.4	25.0	7.6	59	95	1.9
31.08.1991 	0.0	26.9	9.6	55	90	1.9
01.09.1991 	0.0	28.6	10.6	52	92	1.9
02.09.1991 	0.0	29.3	12.4	49	87	1.9
03.09.1991 	0.0	28.8	11.6	58	86	1.9
04.09.1991 	2.8	30.3	11.7	54	91	1.2
05.09.1991 	12.6	25.5	13.2	63	64	2.4
06.09.1991 	15.8	20.1	12.4	59	73	2.4
07.09.1991 	22.3	18.0	9.5	72	2	2.4
08.09.1991 	3.2	19.3	12.0	74	5	0.8
09.09.1991 	6.8	23.6	7.0	67	84	0.1
10.09.1991 	0.3	28.1	7.3	57	79	1.9
11.09.1991 	2.9	23.1	11.7	68	4	1.9
12.09.1991 	0.0	20.6	7.1	56	90	1.2
13.09.1991 	5.2	23.5	5.2	56	89	1.2
14.09.1991 	0.8	25.2	4.8	59	86	0.8
15.09.1991 	0.0	24.3	7.0	66	36	0.8
16.09.1991 	5.5	24.0	13.6	76	30	1.2
17.09.1991 	6.5	20.9	14.4	71	57	3.7
18.09.1991 	0.0	23.2	10.9	67	74	1.2
19.09.1991 	0.0	20.7	11.2	77	2	0.8
20.09.1991 	0.0	20.8	10.5	63	52	1.9
21.09.1991 	0.0	23.8	5.4	71	75	1.2
22.09.1991 	0.0	22.7	11.5	83	6	2.9
23.09.1991 	0.1	15.9	8.0	75	8	2.4
24.09.1991 	1.4	19.1	13.6	79	0	3.7
25.09.1991 	0.0	24.7	17.0	69	48	2.9
26.09.1991 	0.0	17.3	13.8	94	0	2.4
27.09.1991 	0.0	15.0	11.2	80	20	3.7
28.09.1991 	0.0	13.4	8.9	88	5	2.9
29.09.1991 	0.0	16.1	10.0	82	10	0.8
30.09.1991 	0.7	17.5	9.8	80	54	1.9
01.10.1991 	0.3	15.0	4.9	80	30	2.4
02.10.1991 	9.7	13.5	9.5	75	7	3.7
03.10.1991 	0.0	18.6	4.7	71	84	0.8
04.10.1991 	0.4	20.1	5.6	79	86	0.1
05.10.1991 	0.0	18.7	6.4	80	39	2.4
06.10.1991 	0.0	14.2	12.0	97	0	1.2
07.10.1991 	0.0	17.0	11.9	85	28	0.8
08.10.1991 	0.0	15.6	9.0	90	18	1.2
09.10.1991 	0.0	13.5	9.6	95	0	0.8
10.10.1991 	0.0	19.1	9.4	88	41	0.8
11.10.1991 	0.0	20.3	6.6	73	68	1.2
12.10.1991 	0.0	15.7	8.8	87	1	1.9
13.10.1991 	0.2	13.1	9.8	95	0	1.2
14.10.1991 	0.0	15.3	7.1	91	28	1.2
15.10.1991 	0.0	13.0	6.8	94	0	0.8
16.10.1991 	0.0	17.5	8.5	78	40	4.3
17.10.1991 	0.0	15.4	7.0	74	47	5.0
18.10.1991 	0.0	9.2	6.0	86	0	5.0
19.10.1991 	0.0	8.9	3.8	85	24	2.9
20.10.1991 	0.0	8.4	4.6	85	24	1.9
21.10.1991 	6.5	7.6	2.7	82	9	0.1
22.10.1991 	0.0	9.7	3.0	84	48	1.2
23.10.1991 	1.0	10.1	3.3	90	0	2.4
24.10.1991 	5.6	10.0	5.8	88	0	1.2
25.10.1991 	3.7	9.9	7.6	86	0	0.8
26.10.1991 	7.2	10.0	0.6	70	91	1.9
27.10.1991 	0.0	10.3	-2.0	68	91	2.9
28.10.1991 	7.8	8.6	-2.9	75	80	1.9
29.10.1991 	6.1	9.9	-4.0	78	88	0.5
30.10.1991 	5.9	6.9	-3.7	78	54	1.9
31.10.1991 	0.0	5.0	-3.7	81	0	1.9
01.11.1991 	0.0	6.7	-1.8	79	15	2.4
02.11.1991 	0.0	13.7	1.8	88	22	2.9
03.11.1991 	0.0	15.6	9.5	74	40	5.9
04.11.1991 	0.0	12.2	5.9	79	26	4.3
05.11.1991 	1.1	9.7	4.2	88	11	3.7
06.11.1991 	1.9	6.2	1.8	82	8	1.9
07.11.1991 	0.1	10.0	3.8	92	0	4.3
08.11.1991 	0.5	11.2	9.1	85	0	4.3
09.11.1991 	2.1	10.0	4.2	83	31	2.9
10.11.1991 	1.5	6.5	1.7	85	35	1.9
11.11.1991 	3.5	6.7	1.7	86	0	1.9
12.11.1991 	0.5	8.6	2.6	93	27	1.9
13.11.1991 	13.9	10.4	5.8	91	0	1.9
14.11.1991 	3.4	6.5	4.0	88	2	1.9
15.11.1991 	0.2	8.5	2.4	85	33	1.9
16.11.1991 	0.9	7.1	1.8	84	23	1.2
17.11.1991 	3.6	5.3	0.9	89	9	0.8
18.11.1991 	1.5	4.7	1.2	92	0	2.4
19.11.1991 	0.0	8.5	4.6	95	0	2.4
20.11.1991 	0.1	7.3	3.8	91	0	3.7
21.11.1991 	0.3	4.4	-0.4	78	17	1.2
22.11.1991 	0.0	2.7	-4.5	88	61	0.8
23.11.1991 	0.0	4.2	-2.2	86	0	1.2
24.11.1991 	0.0	6.4	0.2	85	55	1.2
25.11.1991 	6.3	2.8	-2.1	93	0	0.8
26.11.1991 	0.0	5.0	0.6	89	38	1.9
27.11.1991 	0.0	3.1	-0.5	93	0	1.9
28.11.1991 	0.0	1.8	0.0	98	0	1.2
29.11.1991 	0.0	2.6	1.3	98	0	0.8
30.11.1991 	0.0	5.0	-0.5	96	44	1.2
01.12.1991 	0.0	0.4	-2.2	97	0	1.2
02.12.1991 	4.1	-0.1	-1.4	95	0	1.9
03.12.1991 	8.3	-0.6	-2.0	96	0	0.8
04.12.1991 	0.9	1.3	-3.0	91	0	1.2
05.12.1991 	0.0	5.2	-0.5	83	43	2.9
06.12.1991 	0.9	2.9	-2.1	73	81	1.9
07.12.1991 	8.4	2.1	-0.2	89	0	2.4
08.12.1991 	0.3	4.2	-0.2	87	0	0.8
09.12.1991 	0.8	2.0	-3.8	77	69	2.4
10.12.1991 	0.0	-0.8	-7.5	60	67	1.2
11.12.1991 	0.0	2.0	-5.8	80	83	1.9
12.12.1991 	6.3	-0.2	-8.8	86	36	0.1
13.12.1991 	0.1	-3.6	-9.6	96	18	0.5
14.12.1991 	0.0	-6.2	-8.8	96	0	0.5
15.12.1991 	0.1	-5.8	-9.4	96	0	0.8
16.12.1991 	0.0	-1.8	-7.5	92	0	0.8
17.12.1991 	0.3	3.1	-1.8	97	0	1.9
18.12.1991 	0.0	6.2	1.4	86	22	6.7
19.12.1991 	1.7	9.7	2.4	91	0	5.0
20.12.1991 	2.1	8.8	0.7	79	37	4.3
21.12.1991 	0.0	7.3	0.7	95	0	2.9
22.12.1991 	0.0	12.2	7.3	96	0	2.4
23.12.1991 	0.0	11.5	8.4	78	0	5.0
24.12.1991 	0.2	9.0	2.8	82	15	4.3
25.12.1991 	3.4	4.6	0.8	85	21	2.4
26.12.1991 	15.0	6.4	0.1	88	0	6.7
27.12.1991 	3.2	6.8	1.8	73	40	5.0
28.12.1991 	5.2	5.4	-3.8	89	65	0.0
29.12.1991 	0.4	0.7	-3.3	94	0	0.1
30.12.1991 	5.7	3.2	0.4	96	0	0.8
31.12.1991 	1.1	1.8	0.3	84	0	1.2
01.01.1992 	0.1	2.7	-0.2	89	0	3.7
02.01.1992 	0.0	4.8	1.8	86	0	4.3
03.01.1992 	0.0	4.4	-2.1	82	53	3.7
04.01.1992 	0.0	6.8	1.5	91	0	3.7
05.01.1992 	0.0	9.3	4.4	94	0	1.9
06.01.1992 	0.0	9.4	7.6	88	0	3.7
07.01.1992 	4.2	7.6	1.5	95	0	2.9
08.01.1992 	3.7	7.4	1.0	82	4	3.7
09.01.1992 	4.9	10.0	6.0	89	0	2.9
10.01.1992 	0.4	7.4	1.3	82	0	2.4
11.01.1992 	0.8	1.8	-1.1	86	0	0.8
12.01.1992 	0.0	5.6	1.8	78	38	2.9
13.01.1992 	0.5	3.7	1.7	73	0	1.9
14.01.1992 	0.5	4.8	1.5	91	0	2.9
15.01.1992 	0.1	6.2	4.8	75	0	2.9
16.01.1992 	0.0	5.3	3.6	77	0	3.7
17.01.1992 	8.0	5.7	3.0	69	0	2.9
18.01.1992 	0.0	4.7	2.8	77	0	2.4
19.01.1992 	0.7	4.4	3.4	92	0	3.7
20.01.1992 	4.9	4.1	-4.6	76	4	3.7
21.01.1992 	18.8	-1.0	-7.2	69	66	2.9
22.01.1992 	0.4	-0.4	-7.7	77	77	2.4
23.01.1992 	5.6	0.1	-7.3	88	46	1.9
24.01.1992 	10.0	1.6	-7.7	87	40	0.5
25.01.1992 	8.0	-1.6	-7.1	98	0	0.5
26.01.1992 	10.3	-0.5	-5.4	96	9	0.8
27.01.1992 	2.9	2.8	-1.9	84	25	2.4
28.01.1992 	10.0	1.5	-2.3	82	0	2.4
29.01.1992 	0.0	5.4	-3.6	80	77	1.9
30.01.1992 	0.1	0.8	-2.5	93	0	1.9
31.01.1992 	2.0	4.5	-2.5	89	47	0.8
01.02.1992 	0.7	-0.4	-2.4	93	0	0.8
02.02.1992 	0.0	-1.5	-3.5	97	0	2.4
03.02.1992 	0.2	5.4	-2.2	79	7	4.3
04.02.1992 	0.1	3.8	-0.7	95	0	1.9
05.02.1992 	0.2	7.7	-0.1	95	0	2.9
06.02.1992 	0.0	8.2	4.1	91	4	1.9
07.02.1992 	5.3	6.2	0.2	91	0	1.2
08.02.1992 	0.0	3.0	-0.6	98	0	0.8
09.02.1992 	4.8	1.8	-1.2	98	0	2.4
10.02.1992 	2.4	7.4	0.9	75	20	3.7
11.02.1992 	0.0	6.2	4.4	92	0	2.4
12.02.1992 	3.8	10.2	5.0	93	0	2.4
13.02.1992 	2.1	9.8	5.7	89	0	2.4
14.02.1992 	15.3	8.5	3.5	73	39	3.7
15.02.1992 	4.9	10.5	4.4	82	0	4.3
16.02.1992 	1.4	6.2	1.1	72	36	5.9
17.02.1992 	0.4	1.3	-3.6	73	24	3.7
18.02.1992 	4.6	0.0	-7.1	72	59	1.9
19.02.1992 	0.1	2.3	-2.4	76	23	1.9
20.02.1992 	3.0	4.5	-1.3	79	0	1.2
21.02.1992 	0.4	4.3	1.0	82	0	2.9
22.02.1992 	1.7	6.6	2.9	73	0	2.9
23.02.1992 	6.4	5.9	3.3	84	0	3.7
24.02.1992 	8.4	8.2	3.1	81	20	2.4
25.02.1992 	0.1	8.1	1.5	82	1	0.8
26.02.1992 	0.8	8.6	1.3	85	0	0.8
27.02.1992 	0.0	10.8	-0.5	90	37	1.2
28.02.1992 	6.2	12.6	-0.8	84	48	0.5
29.02.1992 	4.7	14.9	-0.8	76	48	1.2
01.03.1992 	0.3	14.8	-1.9	72	71	0.5
02.03.1992 	0.0	9.1	1.0	61	39	4.3
03.03.1992 	1.7	10.4	2.6	71	15	4.3
04.03.1992 	1.2	13.1	4.6	79	31	0.5
05.03.1992 	0.0	14.5	-1.3	76	63	0.5
06.03.1992 	0.6	11.4	5.1	84	23	2.4
07.03.1992 	0.1	11.3	-1.2	78	51	0.8
08.03.1992 	0.0	11.0	-1.2	81	58	0.5
09.03.1992 	0.0	13.6	-1.0	84	53	0.8
10.03.1992 	0.0	13.8	-0.3	71	28	1.9
11.03.1992 	0.0	10.7	2.6	77	46	5.9
12.03.1992 	1.6	8.0	3.6	89	0	5.9
13.03.1992 	4.4	9.9	3.6	85	10	8.5
14.03.1992 	0.3	5.1	0.4	81	32	4.3
15.03.1992 	7.7	6.6	2.4	59	23	5.0
16.03.1992 	4.7	7.2	1.8	66	23	2.9
17.03.1992 	0.6	8.4	2.8	79	0	1.9
18.03.1992 	1.6	14.2	0.6	73	64	1.2
19.03.1992 	0.8	11.0	0.3	82	1	1.2
20.03.1992 	0.0	15.6	6.3	71	3	3.7
21.03.1992 	0.0	13.1	2.1	91	11	3.7
22.03.1992 	0.0	8.9	2.6	92	3	3.7
23.03.1992 	6.9	5.6	1.7	91	1	2.4
24.03.1992 	3.2	7.2	2.4	75	0	3.7
25.03.1992 	5.7	5.0	2.2	88	0	2.9
26.03.1992 	4.2	6.8	2.1	73	0	3.7
27.03.1992 	0.3	9.5	0.4	77	18	1.9
28.03.1992 	0.0	6.4	0.6	72	35	5.9
29.03.1992 	4.0	7.1	-1.0	67	56	2.9
30.03.1992 	0.5	11.4	2.5	74	36	2.9
31.03.1992 	0.0	15.5	1.8	62	33	1.9
01.04.1992 	0.0	10.4	3.8	92	0	2.9
02.04.1992 	0.0	11.2	0.9	80	29	2.4
03.04.1992 	0.1	11.5	5.0	73	24	1.9
04.04.1992 	0.0	9.3	0.4	69	4	1.2
05.04.1992 	0.0	9.9	-1.0	65	42	1.9
06.04.1992 	0.0	10.1	-0.3	74	5	0.5
07.04.1992 	1.5	13.7	0.6	64	69	1.2
08.04.1992 	0.6	14.5	0.9	55	78	3.7
09.04.1992 	0.0	15.3	2.4	55	81	2.4
10.04.1992 	1.0	15.7	1.6	59	72	1.9
11.04.1992 	0.0	18.0	5.8	56	71	1.2
12.04.1992 	0.0	18.7	4.9	63	42	2.9
13.04.1992 	2.0	11.8	6.3	70	56	4.3
14.04.1992 	1.0	15.0	5.6	52	46	4.3
15.04.1992 	9.0	11.0	5.6	78	15	6.7
16.04.1992 	9.9	5.7	2.6	75	1	4.3
17.04.1992 	8.1	6.1	1.2	87	1	4.3
18.04.1992 	0.0	10.9	4.4	96	0	2.4
19.04.1992 	0.0	13.7	7.5	64	60	4.3
20.04.1992 	0.0	12.7	1.2	55	73	2.4
21.04.1992 	0.0	15.6	-1.2	56	67	0.8
22.04.1992 	0.3	15.3	2.5	67	0	1.2
23.04.1992 	1.1	12.5	7.4	82	9	1.9
24.04.1992 	0.1	17.0	6.3	72	16	1.9
25.04.1992 	0.0	19.5	6.0	73	26	0.8
26.04.1992 	0.0	21.6	12.5	54	35	4.3
27.04.1992 	3.3	18.2	9.6	58	45	2.9
28.04.1992 	5.2	15.7	7.7	75	1	2.9
29.04.1992 	0.0	14.2	7.2	70	38	2.9
30.04.1992 	0.0	14.8	2.8	65	50	1.9
01.05.1992 	0.0	12.5	6.5	82	8	2.9
02.05.1992 	0.0	13.6	3.5	73	3	1.2
03.05.1992 	0.0	13.4	3.8	68	59	1.9
04.05.1992 	0.0	16.1	2.5	59	78	2.4
05.05.1992 	0.0	19.3	3.3	58	74	1.2
06.05.1992 	0.0	19.8	6.5	60	70	1.9
07.05.1992 	0.1	19.0	7.8	70	4	1.9
08.05.1992 	0.0	16.7	10.1	75	21	4.3
09.05.1992 	0.0	11.6	6.6	73	3	3.7
10.05.1992 	0.0	14.6	8.3	73	6	1.9
11.05.1992 	0.2	14.3	8.1	78	14	2.9
12.05.1992 	0.0	16.8	3.5	62	20	2.9
13.05.1992 	0.0	23.0	5.6	69	88	0.1
14.05.1992 	4.8	28.4	10.2	59	91	2.9
15.05.1992 	7.1	29.3	12.0	58	87	1.2
16.05.1992 	5.8	25.5	13.3	60	82	1.9
17.05.1992 	0.0	18.0	6.5	65	79	2.4
18.05.1992 	1.8	21.6	7.8	52	90	2.9
19.05.1992 	0.0	23.5	7.8	43	86	2.9
20.05.1992 	0.0	24.6	9.7	48	79	3.7
21.05.1992 	0.0	24.1	10.5	48	87	3.7
22.05.1992 	0.0	25.5	11.3	48	87	1.9
23.05.1992 	0.5	27.0	14.7	64	54	2.4
24.05.1992 	19.6	27.5	12.4	54	82	1.9
25.05.1992 	1.7	27.1	12.0	59	82	1.2
26.05.1992 	0.1	24.2	13.5	46	76	3.7
27.05.1992 	5.8	24.1	11.5	51	83	3.7
28.05.1992 	2.0	25.3	11.8	48	78	2.9
29.05.1992 	4.7	25.1	10.2	47	64	1.2
30.05.1992 	1.2	25.1	14.9	53	49	1.9
31.05.1992 	0.0	25.4	11.3	47	65	2.4
01.06.1992 	5.8	24.9	15.9	58	19	1.9
02.06.1992 	2.7	26.8	13.6	76	15	1.2
03.06.1992 	2.6	23.1	13.4	77	33	2.9
04.06.1992 	0.0	16.6	12.9	87	0	2.4
05.06.1992 	1.8	22.8	10.8	86	31	1.9
06.06.1992 	0.0	21.0	14.0	82	16	1.2
07.06.1992 	0.2	21.2	13.6	75	21	1.9
08.06.1992 	0.0	21.6	12.5	78	19	2.4
09.06.1992 	0.0	21.7	10.2	86	35	1.2
10.06.1992 	0.6	22.9	11.5	68	66	1.9
11.06.1992 	0.5	19.6	10.2	72	28	2.4
12.06.1992 	0.0	20.3	10.2	65	67	2.9
13.06.1992 	3.6	23.9	11.1	71	38	1.9
14.06.1992 	1.0	25.3	12.2	63	33	0.5
15.06.1992 	0.9	27.0	14.4	56	81	1.2
16.06.1992 	1.7	28.2	14.6	67	67	3.7
17.06.1992 	0.0	23.0	12.0	59	86	3.7
18.06.1992 	0.0	20.1	10.9	67	35	3.7
19.06.1992 	0.0	13.6	9.1	89	0	2.4
20.06.1992 	0.2	25.9	11.6	81	34	2.9
21.06.1992 	0.3	17.5	13.3	88	12	1.9
22.06.1992 	0.0	24.7	8.8	74	66	1.9
23.06.1992 	0.2	21.3	12.4	83	15	2.4
24.06.1992 	0.0	22.0	14.0	80	13	1.2
25.06.1992 	0.0	25.2	13.5	61	65	0.8
26.06.1992 	0.0	25.4	14.6	53	83	1.9
27.06.1992 	0.0	26.4	11.0	48	88	1.2
28.06.1992 	0.0	27.2	10.5	51	83	1.2
29.06.1992 	6.0	27.9	11.9	55	85	0.8
30.06.1992 	29.0	29.1	11.6	59	80	1.9
01.07.1992 	0.0	24.1	16.2	74	38	1.9
02.07.1992 	0.0	26.4	14.8	62	64	1.9
03.07.1992 	0.0	25.8	16.7	65	48	1.9
04.07.1992 	0.0	21.5	15.6	82	7	2.4
05.07.1992 	0.0	19.9	13.1	95	0	1.9
06.07.1992 	0.0	15.4	12.9	89	0	2.4
07.07.1992 	0.0	22.5	12.7	67	32	1.9
08.07.1992 	0.0	25.0	9.0	59	81	1.2
09.07.1992 	26.9	26.7	15.7	63	76	0.8
10.07.1992 	0.3	23.6	15.1	92	28	2.9
11.07.1992 	0.0	21.1	13.9	72	25	2.9
12.07.1992 	60.3	19.7	13.2	79	26	3.7
13.07.1992 	10.7	21.5	13.0	63	51	2.9
14.07.1992 	0.0	19.7	15.8	81	0	4.3
15.07.1992 	8.6	23.0	13.2	65	82	2.9
16.07.1992 	0.3	25.4	12.6	71	50	1.2
17.07.1992 	0.0	26.4	15.6	68	30	2.4
18.07.1992 	0.0	22.7	14.8	68	13	2.4
19.07.1992 	0.0	29.0	11.9	59	74	0.8
20.07.1992 	2.3	31.0	14.9	62	85	0.8
21.07.1992 	0.0	31.1	17.6	69	69	0.8
22.07.1992 	0.0	25.0	18.0	63	53	2.4
23.07.1992 	0.0	26.6	13.6	61	75	1.9
24.07.1992 	0.0	28.8	14.5	62	78	3.7
25.07.1992 	4.6	24.4	14.8	72	41	2.4
26.07.1992 	2.5	27.3	14.0	63	68	1.2
27.07.1992 	0.0	28.3	12.9	73	54	2.9
28.07.1992 	0.0	23.3	9.9	58	84	1.9
29.07.1992 	0.0	25.9	9.2	55	79	1.9
30.07.1992 	0.0	31.7	11.6	54	78	1.9
31.07.1992 	0.0	29.1	16.8	70	38	1.9
01.08.1992 	0.0	30.7	19.4	65	51	1.9
02.08.1992 	0.0	26.9	17.8	72	25	1.2
03.08.1992 	0.0	29.7	16.0	66	64	0.8
04.08.1992 	0.0	23.4	15.3	55	84	2.9
