Date	Rain mm/day	Tmax degC	Tmin degC	rHmean %	sunshine %	Windspeed m/s
31.07.1982 	12.8	28.8	17.6	62	28	2.4
01.08.1982 	0.0	24.7	16.7	75	10	1.9
02.08.1982 	0.5	29.9	15.9	58	74	2.4
03.08.1982 	0.0	29.2	18.5	56	43	1.9
04.08.1982 	4.4	24.9	17.2	77	23	1.9
05.08.1982 	0.3	21.3	17.5	84	0	1.2
06.08.1982 	0.0	26.2	13.0	75	57	0.8
07.08.1982 	0.5	24.4	16.3	89	5	1.2
08.08.1982 	4.7	23.4	16.3	82	9	1.9
09.08.1982 	0.3	22.9	15.0	75	13	1.9
10.08.1982 	0.5	22.2	15.0	79	31	2.4
11.08.1982 	8.4	25.5	11.9	70	59	0.5
12.08.1982 	1.6	30.3	12.0	59	74	2.9
13.08.1982 	0.2	24.5	16.3	56	55	2.9
14.08.1982 	8.3	23.0	14.8	62	75	1.9
15.08.1982 	4.9	25.5	12.7	72	49	1.9
16.08.1982 	0.3	26.4	11.3	58	76	1.9
17.08.1982 	0.0	22.6	15.4	73	29	1.9
18.08.1982 	11.4	26.7	12.9	58	85	3.7
19.08.1982 	0.0	21.2	14.9	67	75	2.4
20.08.1982 	0.0	18.5	11.5	70	14	2.9
21.08.1982 	0.0	18.3	9.6	70	10	2.4
22.08.1982 	0.0	19.6	11.1	68	44	2.4
23.08.1982 	4.4	21.1	9.3	71	22	1.2
24.08.1982 	0.4	20.4	12.4	72	41	2.4
25.08.1982 	0.0	20.9	13.4	67	25	2.4
26.08.1982 	0.0	24.4	11.3	77	50	3.7
27.08.1982 	0.0	20.6	13.4	68	74	1.9
28.08.1982 	0.0	21.3	11.6	71	64	0.8
29.08.1982 	0.0	23.2	8.4	71	83	0.5
30.08.1982 	1.1	24.3	8.4	63	71	1.9
31.08.1982 	1.8	21.2	12.5	68	71	1.9
01.09.1982 	4.8	18.0	12.6	66	14	1.2
02.09.1982 	23.2	19.9	12.4	69	35	1.2
03.09.1982 	1.6	22.5	6.4	63	88	0.8
04.09.1982 	1.6	26.0	7.2	62	85	1.2
05.09.1982 	0.2	28.2	9.8	63	75	1.9
06.09.1982 	0.2	23.5	17.6	72	22	2.4
07.09.1982 	0.3	20.9	13.0	76	56	1.9
08.09.1982 	0.0	22.7	12.6	70	86	0.8
09.09.1982 	0.0	23.7	10.1	72	73	1.2
10.09.1982 	0.0	25.5	11.2	69	81	1.2
11.09.1982 	0.0	26.9	11.7	70	56	1.2
12.09.1982 	3.6	26.5	12.9	75	55	0.5
13.09.1982 	0.0	26.6	12.5	74	66	0.5
14.09.1982 	3.4	26.7	11.0	72	64	0.8
15.09.1982 	0.0	28.5	10.8	71	75	0.8
16.09.1982 	1.1	29.1	11.7	70	72	0.8
17.09.1982 	0.0	28.7	13.1	65	69	0.8
18.09.1982 	0.0	27.1	10.8	74	69	1.2
19.09.1982 	0.0	24.7	13.3	80	51	0.1
20.09.1982 	0.0	25.1	11.8	80	43	0.8
21.09.1982 	2.3	23.6	15.6	73	42	4.3
22.09.1982 	0.0	18.4	10.7	71	67	0.8
23.09.1982 	0.0	14.8	7.9	75	28	2.4
24.09.1982 	0.0	19.5	10.2	71	47	3.7
25.09.1982 	0.0	20.2	8.6	74	16	1.2
26.09.1982 	0.0	21.1	12.2	76	26	2.4
27.09.1982 	0.0	18.6	10.5	75	83	1.9
28.09.1982 	0.0	20.8	8.6	74	69	0.5
29.09.1982 	0.0	21.4	7.0	74	78	0.8
30.09.1982 	0.4	17.1	11.4	88	0	1.2
01.10.1982 	1.1	16.7	13.3	84	0	0.8
02.10.1982 	0.0	17.2	10.4	88	12	0.5
03.10.1982 	2.5	18.2	10.7	83	26	0.8
04.10.1982 	13.9	15.5	9.0	85	13	0.5
05.10.1982 	0.0	14.6	7.2	75	18	1.9
06.10.1982 	1.0	13.2	9.4	87	14	3.7
07.10.1982 	1.9	11.7	6.6	93	0	1.9
08.10.1982 	0.6	11.3	9.3	85	0	4.3
09.10.1982 	0.0	12.1	9.4	86	0	1.9
10.10.1982 	0.2	12.0	9.1	87	2	1.9
11.10.1982 	0.0	12.2	9.4	89	3	3.7
12.10.1982 	0.0	11.8	9.4	82	6	2.4
13.10.1982 	0.0	12.2	8.4	92	0	3.7
14.10.1982 	0.0	12.6	8.8	83	5	5.9
15.10.1982 	0.0	12.4	7.9	73	25	4.3
16.10.1982 	0.0	9.9	2.2	87	17	0.5
17.10.1982 	0.0	11.2	6.5	88	0	2.9
18.10.1982 	0.0	13.6	8.7	86	23	0.8
19.10.1982 	0.0	16.1	8.3	78	83	1.2
20.10.1982 	0.0	15.5	5.0	85	67	2.4
21.10.1982 	0.0	10.0	7.0	95	0	1.9
22.10.1982 	0.0	11.5	7.8	90	0	0.1
23.10.1982 	0.0	12.6	7.5	89	0	1.2
24.10.1982 	0.0	11.4	8.3	86	1	2.4
25.10.1982 	0.0	9.6	2.4	88	21	0.5
26.10.1982 	0.0	8.8	3.7	93	0	1.2
27.10.1982 	0.0	11.6	8.4	88	0	0.1
28.10.1982 	0.0	15.0	9.5	86	24	1.9
29.10.1982 	0.0	9.5	3.5	85	0	1.9
30.10.1982 	0.0	9.9	7.7	78	0	0.5
31.10.1982 	2.6	8.4	5.2	91	0	2.4
01.11.1982 	1.5	9.2	5.2	95	0	1.2
02.11.1982 	0.0	9.1	5.7	98	0	0.5
03.11.1982 	3.9	10.3	6.1	99	0	0.5
04.11.1982 	10.9	9.1	7.1	98	0	0.8
05.11.1982 	1.6	9.3	4.4	88	0	1.2
06.11.1982 	0.6	6.9	0.1	66	86	4.3
07.11.1982 	0.5	8.3	-1.8	58	74	2.9
08.11.1982 	2.6	10.9	1.5	85	0	2.4
09.11.1982 	2.2	15.5	9.4	78	32	4.3
10.11.1982 	0.0	13.5	8.0	77	23	4.3
11.11.1982 	0.0	14.9	8.4	85	66	1.9
12.11.1982 	0.1	9.6	6.7	94	0	5.0
13.11.1982 	0.0	9.6	6.8	83	0	2.4
14.11.1982 	0.0	7.1	3.7	80	10	2.9
15.11.1982 	0.0	6.3	2.2	85	24	1.9
16.11.1982 	0.0	4.0	-0.4	94	0	2.4
17.11.1982 	0.0	5.9	1.4	88	3	4.3
18.11.1982 	0.0	11.7	5.2	88	0	3.7
19.11.1982 	2.6	11.4	6.9	74	39	3.7
20.11.1982 	5.3	9.6	5.8	75	53	2.9
21.11.1982 	0.3	8.0	4.4	82	2	4.3
22.11.1982 	0.6	9.4	3.7	87	0	2.9
23.11.1982 	0.0	11.9	8.0	80	0	3.7
24.11.1982 	0.3	13.2	6.3	81	0	5.0
25.11.1982 	0.0	9.3	4.8	77	30	4.3
26.11.1982 	2.4	8.5	5.6	84	0	1.9
27.11.1982 	1.0	6.7	4.6	91	0	0.5
28.11.1982 	3.9	5.9	2.1	90	0	0.8
29.11.1982 	6.3	4.2	-0.1	88	18	1.9
30.11.1982 	0.0	3.5	0.1	81	36	3.7
01.12.1982 	0.0	2.9	-1.6	81	76	2.9
02.12.1982 	0.6	2.1	-1.4	93	0	0.5
03.12.1982 	0.5	0.3	-0.9	98	0	0.8
04.12.1982 	2.0	2.3	-0.3	96	0	0.1
05.12.1982 	0.8	2.3	1.2	89	0	5.0
06.12.1982 	4.9	4.2	1.0	96	0	1.2
07.12.1982 	3.3	6.2	3.0	94	0	1.2
08.12.1982 	1.0	10.9	6.2	78	0	2.4
09.12.1982 	0.0	8.4	6.2	83	0	5.0
10.12.1982 	0.0	12.0	4.6	72	6	7.5
11.12.1982 	0.0	5.1	2.0	75	1	5.9
12.12.1982 	2.1	3.9	0.3	94	0	0.8
13.12.1982 	0.4	2.5	0.5	87	0	1.9
14.12.1982 	1.3	2.0	-0.8	79	4	1.9
15.12.1982 	0.9	12.2	-0.8	87	0	5.9
16.12.1982 	0.3	12.4	4.8	80	0	6.7
17.12.1982 	3.5	4.8	0.8	86	0	1.2
18.12.1982 	0.3	2.3	-0.1	87	0	2.4
19.12.1982 	2.5	2.4	-0.4	81	32	3.7
20.12.1982 	0.0	6.4	0.4	86	0	4.3
21.12.1982 	0.0	5.6	3.7	69	0	5.0
22.12.1982 	0.0	4.2	2.4	88	0	1.2
23.12.1982 	3.5	2.4	-1.4	88	0	1.2
24.12.1982 	0.5	0.1	-3.1	83	10	2.4
25.12.1982 	2.2	1.2	-0.4	97	0	1.2
26.12.1982 	2.7	3.2	1.1	98	0	1.9
27.12.1982 	2.1	7.7	3.2	88	0	3.7
28.12.1982 	0.0	6.2	2.4	77	0	4.3
29.12.1982 	0.0	3.8	0.3	80	53	1.9
30.12.1982 	0.0	4.1	-0.8	77	54	1.2
31.12.1982 	0.9	0.0	-3.5	95	0	0.5
01.01.1983 	0.2	-2.0	-3.3	92	0	1.2
02.01.1983 	6.2	1.7	-3.3	94	0	1.9
03.01.1983 	1.9	9.0	0.6	92	0	3.7
04.01.1983 	0.0	11.0	6.0	80	9	6.7
05.01.1983 	0.6	12.0	5.0	92	0	3.7
06.01.1983 	0.0	13.0	7.9	68	44	3.7
07.01.1983 	0.0	9.4	3.4	74	51	5.0
08.01.1983 	0.0	5.9	2.4	80	6	3.7
09.01.1983 	3.5	6.2	1.3	77	0	5.9
10.01.1983 	2.2	8.4	5.2	80	1	2.9
11.01.1983 	1.0	8.9	7.1	82	0	1.2
12.01.1983 	4.3	7.1	1.8	81	0	2.4
13.01.1983 	5.3	5.8	0.0	88	0	4.3
14.01.1983 	4.5	3.3	0.1	83	0	5.9
15.01.1983 	1.1	6.0	1.0	88	0	5.9
16.01.1983 	0.6	8.5	5.4	71	1	5.9
17.01.1983 	14.3	8.5	6.5	76	0	7.5
18.01.1983 	2.0	6.7	1.7	71	16	7.5
19.01.1983 	0.3	2.3	0.0	88	6	4.3
20.01.1983 	3.0	2.1	-0.9	81	42	2.4
21.01.1983 	4.2	4.4	1.2	81	0	3.7
22.01.1983 	6.3	4.7	3.9	76	0	2.9
23.01.1983 	1.0	3.9	-2.1	78	23	0.8
24.01.1983 	2.0	-1.9	-4.6	99	0	1.9
25.01.1983 	0.1	1.5	-2.9	95	0	2.9
26.01.1983 	0.3	9.1	1.5	93	0	1.9
27.01.1983 	0.3	12.7	7.0	77	0	5.9
28.01.1983 	0.0	9.4	7.3	84	0	5.9
29.01.1983 	0.0	9.2	6.8	77	6	3.7
30.01.1983 	0.0	8.6	0.3	75	26	5.0
31.01.1983 	0.0	3.8	0.0	82	13	5.9
01.02.1983 	0.1	10.5	0.5	73	0	12.3
02.02.1983 	0.0	3.4	-0.2	80	30	5.9
03.02.1983 	0.0	4.4	-0.2	80	14	3.7
04.02.1983 	0.8	2.6	-1.6	81	33	3.7
05.02.1983 	0.7	1.3	-2.3	89	0	3.7
06.02.1983 	0.0	1.9	0.0	91	0	2.4
07.02.1983 	0.2	1.1	0.1	95	0	0.8
08.02.1983 	4.9	0.9	-3.8	85	27	1.2
09.02.1983 	0.0	0.1	-3.4	81	9	2.4
10.02.1983 	0.0	-1.0	-3.0	79	0	1.9
11.02.1983 	0.0	-1.8	-4.4	78	0	1.9
12.02.1983 	0.0	-0.3	-3.3	74	15	3.7
13.02.1983 	0.0	0.5	-7.1	77	61	2.4
14.02.1983 	0.0	-1.0	-6.6	73	44	3.7
15.02.1983 	0.0	0.4	-6.0	71	71	3.7
16.02.1983 	0.0	-0.7	-8.9	62	84	2.4
17.02.1983 	0.2	1.4	-7.0	68	74	3.7
18.02.1983 	0.0	3.7	-8.7	72	80	1.9
19.02.1983 	0.2	-0.5	-5.6	79	34	2.4
20.02.1983 	0.0	2.1	-2.5	79	0	2.4
21.02.1983 	0.0	1.2	-3.9	61	82	2.9
22.02.1983 	0.0	-0.2	-10.6	64	83	2.4
23.02.1983 	0.0	1.9	-9.5	55	89	1.9
24.02.1983 	0.0	4.1	-9.2	65	83	1.2
25.02.1983 	0.0	4.7	-5.6	73	7	1.9
26.02.1983 	0.0	7.6	1.1	96	0	2.4
27.02.1983 	0.0	9.0	3.8	87	6	1.2
28.02.1983 	0.0	6.8	2.4	81	47	4.3
01.03.1983 	0.0	5.1	-0.1	85	22	1.2
02.03.1983 	0.0	6.4	-0.6	84	27	1.2
03.03.1983 	7.6	6.1	-0.1	81	50	1.2
04.03.1983 	2.6	7.2	-3.0	78	27	1.2
05.03.1983 	9.0	8.7	-1.6	69	58	2.9
06.03.1983 	0.0	8.8	5.9	75	0	3.7
07.03.1983 	1.5	8.6	7.2	77	0	4.3
08.03.1983 	0.0	9.4	3.4	77	20	1.9
09.03.1983 	0.0	12.8	0.4	77	47	2.4
10.03.1983 	0.0	6.0	3.6	79	0	2.4
11.03.1983 	0.0	8.7	2.1	70	17	4.3
12.03.1983 	0.0	8.0	-2.7	58	81	2.4
13.03.1983 	0.0	10.5	-1.5	51	77	1.9
14.03.1983 	0.0	14.3	0.9	70	38	2.4
15.03.1983 	0.0	11.8	6.8	78	18	1.2
16.03.1983 	0.0	12.5	5.4	67	72	0.8
17.03.1983 	0.0	11.5	-0.9	72	17	2.9
18.03.1983 	0.0	12.5	8.7	90	0	2.9
19.03.1983 	3.2	11.6	9.4	81	6	2.9
20.03.1983 	0.6	12.4	7.4	69	17	2.4
21.03.1983 	3.1	10.6	7.8	64	8	5.9
22.03.1983 	6.6	9.2	1.9	67	58	8.5
23.03.1983 	20.3	9.1	0.6	78	17	4.3
24.03.1983 	0.0	11.1	4.6	78	15	4.3
25.03.1983 	0.6	7.1	1.4	70	61	4.3
26.03.1983 	0.3	4.5	0.6	81	2	4.3
27.03.1983 	0.8	5.9	1.2	66	29	2.4
28.03.1983 	3.3	5.7	0.4	82	27	2.9
29.03.1983 	15.2	6.7	0.2	75	36	2.4
30.03.1983 	12.2	6.7	1.5	84	0	5.9
31.03.1983 	0.2	8.6	4.8	80	0	4.3
01.04.1983 	0.3	11.7	0.5	78	17	1.9
02.04.1983 	5.6	8.6	5.4	85	0	4.3
03.04.1983 	5.2	8.0	3.4	64	27	1.2
04.04.1983 	0.1	8.3	-1.0	77	29	2.4
05.04.1983 	0.0	8.2	2.3	77	43	3.7
06.04.1983 	0.0	9.5	4.2	72	55	7.5
07.04.1983 	0.0	9.5	3.3	74	38	2.9
08.04.1983 	0.0	10.0	2.8	93	0	1.2
09.04.1983 	0.6	10.0	4.8	77	0	1.2
10.04.1983 	0.0	12.3	5.0	91	0	2.4
11.04.1983 	0.0	12.7	6.6	88	5	4.3
12.04.1983 	0.0	7.4	4.0	83	4	4.3
13.04.1983 	6.9	9.0	2.4	74	55	2.4
14.04.1983 	0.0	7.4	2.1	84	0	2.9
15.04.1983 	0.0	10.8	5.2	74	0	3.7
16.04.1983 	0.9	16.9	2.6	72	65	1.9
17.04.1983 	4.4	21.6	5.2	50	59	3.7
18.04.1983 	0.1	21.7	11.1	61	43	2.4
19.04.1983 	2.3	17.3	8.2	79	34	1.2
20.04.1983 	3.4	17.1	6.5	65	65	2.9
21.04.1983 	0.3	21.2	10.2	63	17	2.9
22.04.1983 	0.3	15.8	8.7	70	45	3.7
23.04.1983 	0.0	19.6	5.4	62	74	1.9
24.04.1983 	0.3	14.0	8.7	78	5	1.2
25.04.1983 	6.0	19.8	3.4	76	52	1.2
26.04.1983 	0.0	18.5	8.4	72	42	1.9
27.04.1983 	0.0	16.0	10.1	64	51	3.7
28.04.1983 	0.0	18.1	8.0	61	83	1.9
29.04.1983 	0.0	16.2	8.4	68	51	1.2
30.04.1983 	0.0	19.1	3.6	61	83	1.2
01.05.1983 	0.0	14.1	10.4	82	14	4.3
02.05.1983 	1.5	13.4	8.1	74	30	2.9
03.05.1983 	2.8	11.9	6.9	65	12	5.9
04.05.1983 	0.0	13.5	6.4	75	31	2.4
05.05.1983 	3.7	16.8	2.9	69	55	1.2
06.05.1983 	0.8	18.6	4.2	59	56	1.2
07.05.1983 	0.3	14.3	9.8	87	0	1.2
08.05.1983 	0.6	15.6	10.0	83	38	1.9
09.05.1983 	6.7	16.1	6.1	74	35	1.9
10.05.1983 	0.0	11.6	7.3	80	7	2.4
11.05.1983 	0.0	12.9	6.8	74	33	3.7
12.05.1983 	22.3	14.9	7.6	80	0	3.7
13.05.1983 	1.2	12.9	7.9	82	0	2.9
14.05.1983 	0.0	17.6	7.6	78	42	1.9
15.05.1983 	0.0	18.1	10.3	87	7	1.9
16.05.1983 	0.0	20.1	11.4	75	40	2.9
17.05.1983 	2.4	21.1	8.8	77	31	1.2
18.05.1983 	0.0	18.4	9.2	62	61	2.4
19.05.1983 	0.3	15.4	7.5	77	25	1.2
20.05.1983 	0.1	21.5	6.1	59	74	1.9
21.05.1983 	0.0	19.1	9.4	74	5	1.9
22.05.1983 	5.1	15.0	9.0	68	12	1.9
23.05.1983 	5.1	11.9	8.8	90	0	2.4
24.05.1983 	0.0	10.5	8.6	93	0	1.9
25.05.1983 	0.0	11.1	9.1	94	0	2.4
26.05.1983 	0.2	11.1	8.2	87	0	1.2
27.05.1983 	0.4	9.9	7.8	86	0	2.4
28.05.1983 	0.1	11.7	7.1	76	5	2.4
29.05.1983 	0.0	13.8	8.7	79	13	3.7
30.05.1983 	0.0	16.9	9.3	70	36	1.9
31.05.1983 	0.4	23.5	6.1	64	72	1.2
01.06.1983 	0.0	24.4	11.9	61	25	2.9
02.06.1983 	17.3	21.6	14.5	61	55	3.7
03.06.1983 	0.4	22.6	8.6	62	38	1.2
04.06.1983 	1.1	28.2	11.2	60	62	0.8
05.06.1983 	9.6	21.9	15.4	67	41	1.9
06.06.1983 	3.2	18.8	11.6	58	77	2.9
07.06.1983 	0.8	22.8	7.6	49	86	2.4
08.06.1983 	0.0	27.4	8.0	59	78	0.5
09.06.1983 	0.8	24.7	14.6	68	41	1.9
